Weekday,hour,minute,day_of_year,Quantity-1,Power
4,7,50,218,1422378826.0,555251537.0
5,7,39,191,1285514744.0,299784722.0
5,23,56,338,1753856232.0,325092364.0
1,7,56,299,322228348.0,610489505.0
1,2,49,257,319099806.0,340405669.0
5,13,43,261,344040440.0,1176828654.0
5,22,53,247,319352855.0,497712402.0
4,17,23,260,555251537.0,658469754.0
4,11,58,288,299784722.0,700702905.0
1,1,46,299,325092364.0,360475926.0
3,4,0,259,610489505.0,624085644.0
0,6,27,284,340405669.0,566681427.0
5,22,28,254,1176828654.0,347342197.0
3,1,11,322,497712402.0,429510984.0
1,3,59,215,658469754.0,1047396192.0
5,14,24,352,700702905.0,731386514.0
4,19,10,288,360475926.0,588626199.0
3,15,30,294,624085644.0,1745862999.0
2,13,29,356,566681427.0,1162879983.0
5,11,1,212,347342197.0,390968054.0
1,13,40,250,429510984.0,1355776699.0
1,19,47,208,1047396192.0,425130551.0
2,12,47,279,731386514.0,1743079294.0
5,17,31,233,588626199.0,599779110.0
1,16,44,313,1745862999.0,1155069952.0
1,4,0,285,1162879983.0,463108308.0
4,23,12,260,390968054.0,329769838.0
5,4,46,317,1355776699.0,432969736.0
1,7,0,229,425130551.0,297734737.0
0,2,23,249,1743079294.0,324518788.0
3,10,41,231,599779110.0,1408137960.0
5,9,25,254,1155069952.0,1253686598.0
5,11,55,275,463108308.0,1277639184.0
1,1,35,229,329769838.0,346046397.0
1,17,17,306,432969736.0,556679991.0
4,9,56,253,297734737.0,346782890.0
3,7,28,343,324518788.0,352853232.0
2,10,34,328,1408137960.0,1306254050.0
4,2,36,253,1253686598.0,578913039.0
3,21,36,217,1277639184.0,518458499.0
0,17,38,256,346046397.0,510142602.0
3,2,36,322,556679991.0,494934466.0
1,6,20,285,346782890.0,527010543.0
3,8,44,245,352853232.0,894158230.0
3,8,10,203,1306254050.0,565943954.0
3,17,43,210,578913039.0,650063584.0
2,4,56,258,518458499.0,378355025.0
4,16,29,211,510142602.0,1179419008.0
2,2,32,209,494934466.0,325660007.0
0,9,26,228,527010543.0,334597720.0
2,3,1,237,894158230.0,369841904.0
1,6,19,229,565943954.0,333761197.0
2,11,14,272,650063584.0,1452770652.0
0,11,41,228,378355025.0,477557296.0
1,7,58,327,1179419008.0,870714309.0
5,4,28,261,325660007.0,349778329.0
1,14,16,313,334597720.0,1460650811.0
2,8,22,195,369841904.0,540904162.0
0,6,56,291,333761197.0,462509865.0
3,5,49,259,1452770652.0,0.0
5,15,10,212,477557296.0,363774564.0
3,22,8,203,870714309.0,403664403.0
5,12,21,324,349778329.0,1481400678.0
4,0,31,197,1460650811.0,319224972.0
0,8,7,291,540904162.0,660409986.0
5,17,44,247,462509865.0,529949649.0
3,20,45,245,0.0,505693587.0
4,20,13,218,363774564.0,522675438.0
5,13,58,247,403664403.0,840292017.0
1,22,55,327,1481400678.0,508168554.0
0,13,58,333,319224972.0,1606180230.0
1,21,44,215,660409986.0,457047008.0
1,3,27,257,529949649.0,361382651.0
1,17,17,313,505693587.0,784013565.0
0,15,31,256,522675438.0,759001456.0
1,3,54,355,840292017.0,523725741.0
5,0,59,275,508168554.0,493871798.0
0,8,7,347,1606180230.0,523775112.0
3,10,23,224,457047008.0,1271213304.0
0,6,1,354,361382651.0,420063245.0
5,16,51,226,784013565.0,565120424.0
4,15,16,225,759001456.0,924071178.0
3,13,5,259,523725741.0,1234636367.0
5,14,25,205,493871798.0,676000203.0
3,9,17,315,523775112.0,1056883810.0
4,20,29,302,1271213304.0,715447530.0
3,10,59,266,420063245.0,1412764001.0
1,14,27,257,565120424.0,354507074.0
0,5,47,312,924071178.0,323305416.0
5,15,25,191,1234636367.0,541750064.0
3,12,48,357,676000203.0,1265223944.0
3,19,7,301,1056883810.0,758595909.0
2,10,57,251,715447530.0,1386994327.0
0,12,12,221,1412764001.0,1297516038.0
1,7,9,334,354507074.0,455809692.0
4,14,57,253,323305416.0,544598025.0
2,21,19,258,541750064.0,443147662.0
3,14,12,231,1265223944.0,1712679132.0
4,0,29,281,758595909.0,331628088.0
4,9,48,211,1386994327.0,884426331.0
2,23,50,251,1297516038.0,438038834.0
4,12,24,246,455809692.0,378483876.0
5,22,52,212,544598025.0,0.0
4,0,13,204,443147662.0,403319820.0
2,3,42,300,1712679132.0,381467916.0
5,22,42,205,331628088.0,321178017.0
5,16,7,345,884426331.0,613647176.0
5,21,40,275,438038834.0,575912736.0
0,23,16,277,378483876.0,428006128.0
2,17,4,265,0.0,1018337620.0
2,8,21,293,403319820.0,738417794.0
2,10,46,314,381467916.0,1469656288.0
2,17,19,335,321178017.0,932442237.0
0,14,22,270,613647176.0,1732898444.0
0,14,10,249,575912736.0,494690880.0
1,10,43,292,428006128.0,1420378136.0
1,6,2,299,1018337620.0,428106276.0
3,7,15,238,738417794.0,581157504.0
1,12,28,229,1469656288.0,1307310394.0
3,8,3,287,932442237.0,346739000.0
1,14,32,264,1732898444.0,1682802036.0
3,7,7,259,494690880.0,430066792.0
4,7,39,246,1420378136.0,491873154.0
3,0,47,231,428106276.0,379171437.0
5,22,59,275,581157504.0,534690101.0
0,19,0,284,1307310394.0,357043329.0
5,9,3,331,346739000.0,1128494454.0
5,3,5,226,1682802036.0,399626670.0
2,3,50,265,430066792.0,575909553.0
1,10,42,194,491873154.0,934218546.0
5,6,8,275,379171437.0,472562700.0
3,12,4,357,534690101.0,1189431009.0
5,17,55,282,357043329.0,690449148.0
1,10,34,236,1128494454.0,1530158570.0
3,19,34,329,399626670.0,660201264.0
1,10,37,355,575909553.0,1126790730.0
1,20,12,348,934218546.0,486085851.0
1,18,29,208,472562700.0,358607326.0
0,4,49,347,1189431009.0,316472250.0
5,12,3,247,690449148.0,1430545175.0
2,9,41,286,1530158570.0,318811164.0
1,4,45,278,660201264.0,446932246.0
2,1,0,265,1126790730.0,347783558.0
1,1,35,201,486085851.0,343156028.0
2,13,9,293,358607326.0,1382338806.0
5,23,52,191,316472250.0,361609749.0
4,8,46,225,1430545175.0,831949783.0
4,19,53,225,318811164.0,587025540.0
5,20,30,247,446932246.0,539282170.0
5,15,57,226,347783558.0,554507127.0
3,1,29,357,343156028.0,510073963.0
1,4,53,327,1382338806.0,325004309.0
5,19,29,338,361609749.0,401893619.0
1,0,12,229,831949783.0,302552635.0
1,4,15,278,587025540.0,451616975.0
0,6,10,319,539282170.0,361712616.0
0,13,12,193,554507127.0,1173885444.0
5,21,22,282,510073963.0,408429154.0
1,5,6,313,325004309.0,553874726.0
5,2,45,240,401893619.0,501509772.0
4,12,30,323,302552635.0,1653901513.0
4,12,19,316,451616975.0,1509652056.0
3,6,29,336,361712616.0,471531086.0
1,14,9,327,1173885444.0,1339286980.0
3,22,35,224,408429154.0,390273999.0
2,10,31,202,553874726.0,964107792.0
1,1,48,201,501509772.0,335028448.0
1,18,57,313,1653901513.0,735863200.0
4,15,37,323,1509652056.0,1597213906.0
5,6,47,282,471531086.0,363737195.0
1,7,34,215,1339286980.0,438972297.0
5,20,9,219,390273999.0,412879890.0
2,3,37,356,964107792.0,323748592.0
0,1,56,312,335028448.0,357476883.0
1,3,12,229,735863200.0,0.0
3,14,13,238,1597213906.0,1557227752.0
1,8,12,194,363737195.0,604532375.0
2,23,7,307,438972297.0,368172210.0
0,14,52,249,412879890.0,446580750.0
2,8,59,195,323748592.0,661424889.0
0,0,16,200,357476883.0,341849939.0
3,20,27,280,0.0,0.0
2,1,24,272,1557227752.0,491037390.0
5,6,20,296,604532375.0,501263373.0
2,8,46,209,368172210.0,523244522.0
0,7,56,221,446580750.0,558196950.0
0,8,26,221,661424889.0,671812719.0
4,20,35,281,341849939.0,583439906.0
5,2,8,233,0.0,406509078.0
5,18,26,268,491037390.0,0.0
1,6,54,348,501263373.0,477730194.0
0,9,30,326,523244522.0,1111037481.0
4,16,38,337,558196950.0,1329780170.0
4,6,39,274,671812719.0,474120774.0
4,11,24,274,583439906.0,680333820.0
1,5,0,229,406509078.0,361961763.0
1,1,0,299,0.0,380602018.0
2,11,17,202,477730194.0,1164520189.0
3,13,10,210,1111037481.0,1343950710.0
0,13,11,256,1329780170.0,1400752897.0
1,9,25,348,474120774.0,426671430.0
2,3,54,202,680333820.0,338978688.0
0,13,37,214,361961763.0,1318033188.0
2,4,39,272,380602018.0,307399612.0
5,6,45,345,1164520189.0,341454162.0
0,10,22,193,1343950710.0,1106725650.0
4,20,54,204,1400752897.0,519682548.0
2,11,56,195,426671430.0,1335035835.0
5,23,0,275,338978688.0,402991588.0
1,2,58,313,1318033188.0,406228011.0
2,14,3,335,307399612.0,1489544862.0
5,8,57,219,341454162.0,1012824282.0
3,18,52,238,1106725650.0,866602125.0
5,19,26,254,519682548.0,535255918.0
0,9,55,284,1335035835.0,462475300.0
0,15,32,256,402991588.0,543674762.0
1,12,37,264,406228011.0,1958412894.0
5,20,42,331,1489544862.0,548603469.0
5,22,23,247,1012824282.0,488855122.0
3,3,20,287,866602125.0,331682736.0
1,18,49,215,535255918.0,0.0
2,5,24,202,462475300.0,325364656.0
4,10,18,225,543674762.0,1100177988.0
0,8,9,214,1958412894.0,563331850.0
0,14,47,277,548603469.0,1722373786.0
3,0,57,315,488855122.0,453007919.0
4,11,24,204,331682736.0,1482364060.0
0,11,33,354,0.0,1396296698.0
2,19,13,321,325364656.0,800076447.0
4,10,10,344,1100177988.0,1252111419.0
5,9,15,268,563331850.0,1132258432.0
3,20,0,252,1722373786.0,558788306.0
4,20,0,190,453007919.0,464763246.0
4,20,10,246,1482364060.0,364039608.0
3,11,21,266,1396296698.0,1675833544.0
4,20,34,218,800076447.0,478600824.0
2,13,32,265,1252111419.0,1567443445.0
2,5,15,321,1132258432.0,477936380.0
2,23,29,307,558788306.0,368231499.0
4,19,16,281,464763246.0,504755920.0
0,20,27,291,364039608.0,885861204.0
4,16,45,274,1675833544.0,692012720.0
5,3,12,212,478600824.0,369732500.0
0,20,26,270,1567443445.0,819669123.0
2,19,17,349,477936380.0,683626332.0
0,3,8,270,368231499.0,361443336.0
2,16,5,251,504755920.0,1525016754.0
2,0,34,321,885861204.0,346444088.0
2,4,6,293,692012720.0,364407316.0
0,5,22,200,369732500.0,341039100.0
5,15,59,247,819669123.0,563465118.0
3,19,37,301,683626332.0,787273986.0
3,12,52,252,361443336.0,1423009489.0
0,14,25,263,1525016754.0,1591506576.0
5,4,22,212,346444088.0,343334140.0
3,8,23,252,364407316.0,655496206.0
3,11,11,245,341039100.0,1706606256.0
0,15,0,200,563465118.0,1239048588.0
5,1,19,282,787273986.0,312693202.0
1,0,11,299,1423009489.0,540177888.0
2,15,38,230,1591506576.0,1418283812.0
2,9,58,195,343334140.0,898029330.0
3,14,59,224,655496206.0,1406406606.0
2,6,10,286,1706606256.0,336022420.0
3,11,57,294,1239048588.0,1809283154.0
2,0,21,209,312693202.0,307869289.0
2,2,41,328,540177888.0,475893660.0
1,23,20,278,1418283812.0,465760007.0
2,15,4,307,898029330.0,1523852981.0
4,10,23,337,1406406606.0,1299556476.0
1,17,49,264,336022420.0,746916718.0
4,18,50,246,1809283154.0,526483525.0
0,11,9,200,307869289.0,1305108958.0
4,0,5,260,475893660.0,526835628.0
5,13,47,289,465760007.0,479383997.0
0,18,59,221,1523852981.0,553396250.0
5,8,11,254,1299556476.0,759446448.0
2,16,41,244,746916718.0,1354405046.0
1,1,13,264,526483525.0,408018585.0
5,19,56,219,1305108958.0,0.0
4,22,41,274,526835628.0,561983420.0
3,17,8,287,479383997.0,462578818.0
5,3,11,324,553396250.0,494518180.0
3,20,50,217,759446448.0,480488745.0
0,8,36,249,1354405046.0,447945690.0
3,21,38,273,408018585.0,728064908.0
4,10,10,323,0.0,1642523981.0
5,7,40,254,561983420.0,642589182.0
1,18,2,348,462578818.0,643564168.0
3,12,53,294,494518180.0,1466176390.0
3,1,36,336,480488745.0,349318386.0
0,8,38,333,447945690.0,711961906.0
0,15,38,305,728064908.0,0.0
5,23,46,261,1642523981.0,345605679.0
5,7,37,219,642589182.0,515117390.0
1,8,38,348,643564168.0,463314467.0
5,4,40,212,1466176390.0,366176614.0
4,16,11,330,349318386.0,1632890024.0
2,22,53,328,711961906.0,564351881.0
4,21,20,344,0.0,518899330.0
5,9,37,275,345605679.0,997058037.0
2,14,28,314,515117390.0,1530415256.0
4,10,7,337,463314467.0,1487812511.0
3,6,27,245,366176614.0,0.0
3,19,17,301,1632890024.0,844252216.0
5,16,24,338,564351881.0,863297079.0
0,3,52,298,518899330.0,513310554.0
5,20,8,289,997058037.0,387252134.0
4,4,17,295,1530415256.0,343297260.0
1,21,53,327,1487812511.0,426427415.0
0,12,14,354,0.0,1296607810.0
4,6,14,232,844252216.0,135514206.0
5,16,37,317,863297079.0,799276652.0
4,22,38,246,513310554.0,348586942.0
4,2,51,190,387252134.0,324943840.0
2,20,22,258,343297260.0,734894249.0
3,7,12,196,426427415.0,457471152.0
0,11,49,326,1296607810.0,1498581900.0
2,0,22,216,135514206.0,308257862.0
0,12,27,221,799276652.0,1408123525.0
1,20,24,299,348586942.0,675374625.0
1,9,27,334,324943840.0,1298591543.0
4,8,3,302,734894249.0,659111418.0
1,13,59,341,457471152.0,1512869032.0
0,8,30,270,1498581900.0,604559852.0
1,14,2,285,308257862.0,599683114.0
5,9,23,226,1408123525.0,1013268988.0
2,17,7,216,675374625.0,892232246.0
2,19,26,230,1298591543.0,589205996.0
2,7,2,237,659111418.0,331713270.0
4,13,40,190,1512869032.0,1135560516.0
0,11,13,347,604559852.0,1102823278.0
5,22,23,296,599683114.0,653518066.0
1,0,49,208,1013268988.0,356150352.0
4,17,37,309,892232246.0,970090365.0
2,14,23,251,589205996.0,1430815839.0
2,9,32,265,331713270.0,1172535840.0
1,10,56,271,1135560516.0,1781089034.0
4,21,1,281,1102823278.0,532575205.0
0,16,23,207,653518066.0,931159946.0
5,7,29,247,356150352.0,558798488.0
4,3,0,274,970090365.0,491025837.0
0,19,12,228,1430815839.0,510547459.0
0,14,34,193,1172535840.0,1101536296.0
2,4,3,300,1781089034.0,375802711.0
1,10,9,320,532575205.0,1821768222.0
1,7,20,201,931159946.0,476137655.0
0,13,34,305,558798488.0,456962004.0
1,9,20,278,491025837.0,1218222988.0
5,17,8,345,510547459.0,681395536.0
5,8,39,317,1101536296.0,691361820.0
1,8,24,320,375802711.0,747260241.0
3,9,6,350,1821768222.0,1015221831.0
5,2,29,219,476137655.0,318273688.0
5,20,38,247,456962004.0,0.0
0,10,15,221,1218222988.0,1261583664.0
4,16,17,253,681395536.0,452959995.0
2,1,48,258,691361820.0,351207184.0
5,4,2,331,747260241.0,482838978.0
2,4,38,321,1015221831.0,362238956.0
2,6,41,202,318273688.0,0.0
4,14,59,274,0.0,541609771.0
1,21,50,285,1261583664.0,537357058.0
5,0,38,212,452959995.0,330502176.0
3,20,50,350,351207184.0,474297344.0
0,1,1,256,482838978.0,347549202.0
2,5,41,258,362238956.0,356350887.0
5,15,29,191,0.0,532227914.0
4,1,38,246,541609771.0,329409533.0
2,10,36,251,537357058.0,1502461616.0
4,6,52,288,330502176.0,470815398.0
1,11,22,271,474297344.0,1626757396.0
4,15,24,253,347549202.0,516547141.0
4,16,7,225,356350887.0,735030874.0
3,22,44,224,532227914.0,367314913.0
1,9,49,236,329409533.0,1411055802.0
3,0,13,245,1502461616.0,511549392.0
0,5,44,228,470815398.0,292568471.0
1,19,26,355,1626757396.0,435957414.0
2,20,51,265,516547141.0,591985506.0
1,8,43,334,735030874.0,711025020.0
3,2,54,196,367314913.0,314143009.0
2,17,25,209,1411055802.0,708808190.0
2,19,12,342,511549392.0,679830180.0
0,20,32,347,292568471.0,517168077.0
0,21,15,291,435957414.0,696369853.0
0,14,19,319,591985506.0,1659298387.0
2,11,15,202,711025020.0,1261613016.0
5,5,45,205,314143009.0,318124797.0
3,3,23,357,708808190.0,373204567.0
2,9,43,223,679830180.0,1170166152.0
1,18,5,320,517168077.0,900865038.0
0,20,37,263,696369853.0,601817712.0
5,4,32,205,1659298387.0,324289686.0
1,9,29,341,1261613016.0,1181832187.0
4,17,31,197,318124797.0,751473265.0
4,18,14,288,373204567.0,424296830.0
2,17,52,307,1170166152.0,839557496.0
1,18,44,215,900865038.0,601282652.0
2,20,1,195,601817712.0,490260660.0
0,12,22,214,324289686.0,1494724812.0
3,3,32,196,1181832187.0,343195876.0
5,17,0,324,751473265.0,660156899.0
4,8,37,225,424296830.0,610902580.0
1,11,57,250,839557496.0,1630197945.0
2,15,45,216,601282652.0,1217281050.0
3,15,1,217,490260660.0,1383687524.0
4,21,39,344,1494724812.0,648047016.0
4,0,53,302,343195876.0,353415406.0
3,16,39,210,660156899.0,1063321654.0
1,5,5,243,610902580.0,379107808.0
0,22,3,270,1630197945.0,459989988.0
2,2,18,258,1217281050.0,0.0
1,5,43,222,1383687524.0,356656489.0
4,15,27,246,648047016.0,609618736.0
3,8,17,266,353415406.0,851570937.0
3,19,22,259,1063321654.0,595778920.0
2,4,33,293,379107808.0,354793954.0
3,17,16,217,459989988.0,863281655.0
4,10,17,260,0.0,1345679613.0
4,10,45,239,356656489.0,1544192462.0
2,19,45,202,609618736.0,621916456.0
5,12,48,345,851570937.0,1114713821.0
4,17,36,232,595778920.0,844528552.0
3,1,53,196,354793954.0,327059079.0
3,12,52,259,863281655.0,1202114536.0
5,9,31,289,1345679613.0,322203976.0
3,9,20,259,1544192462.0,1205978781.0
3,14,13,273,621916456.0,1847471885.0
2,9,53,293,1114713821.0,1599796170.0
4,21,0,274,844528552.0,626909112.0
5,8,1,289,327059079.0,415355742.0
3,20,42,266,1202114536.0,736681010.0
1,8,1,243,322203976.0,577365204.0
4,12,5,295,1205978781.0,1497096648.0
4,7,0,260,1847471885.0,403662204.0
0,0,44,221,1599796170.0,298237080.0
2,3,58,223,626909112.0,381235551.0
1,2,34,257,415355742.0,519414710.0
1,0,45,327,736681010.0,347808195.0
0,4,41,277,577365204.0,400497960.0
0,23,59,291,1497096648.0,400978812.0
2,3,55,321,403662204.0,528014752.0
3,13,55,280,298237080.0,1485184792.0
4,19,37,330,381235551.0,625123745.0
4,4,3,302,519414710.0,0.0
1,18,5,243,347808195.0,858797899.0
0,0,18,200,400497960.0,341849939.0
1,3,59,264,400978812.0,527604984.0
3,8,11,294,528014752.0,639745856.0
5,20,15,261,1485184792.0,362276971.0
2,16,56,216,625123745.0,918881300.0
4,0,6,288,0.0,474716449.0
1,9,2,327,858797899.0,970525242.0
2,21,45,293,341849939.0,534928590.0
2,5,1,356,527604984.0,314896914.0
2,2,57,195,639745856.0,338357558.0
0,3,50,284,362276971.0,515836323.0
5,1,50,282,918881300.0,340815866.0
4,11,34,218,474716449.0,1252044599.0
2,17,28,293,970525242.0,712954616.0
1,7,39,250,534928590.0,464935460.0
5,8,11,219,314896914.0,599339850.0
0,9,22,249,338357558.0,315828961.0
5,9,8,212,515836323.0,373363268.0
5,5,14,247,340815866.0,501933684.0
3,18,41,357,1252044599.0,542311262.0
2,1,42,321,712954616.0,464577215.0
0,20,55,305,464935460.0,510009338.0
4,8,0,204,599339850.0,535427070.0
3,1,22,280,315828961.0,625490390.0
2,20,50,223,373363268.0,477268938.0
5,20,30,219,501933684.0,469752293.0
4,14,0,309,542311262.0,1853594526.0
2,17,56,349,464577215.0,767735304.0
1,8,1,264,510009338.0,673714226.0
5,12,29,289,535427070.0,463360764.0
1,20,11,327,625490390.0,531533162.0
3,19,20,287,477268938.0,366899634.0
1,23,59,229,469752293.0,365546703.0
1,10,46,327,1853594526.0,1604804962.0
1,22,24,250,767735304.0,548191266.0
0,0,56,340,673714226.0,365972095.0
1,19,16,341,463360764.0,0.0
2,7,50,279,531533162.0,559166383.0
0,5,29,221,366899634.0,313652032.0
1,1,30,299,365546703.0,462271489.0
1,8,55,194,1604804962.0,611242648.0
5,14,44,303,548191266.0,476060116.0
2,17,57,209,365972095.0,559010746.0
2,2,36,258,0.0,525665694.0
3,0,51,266,559166383.0,380772666.0
4,9,13,267,313652032.0,1153625832.0
0,7,26,221,462271489.0,520363438.0
2,0,28,293,611242648.0,400119540.0
1,9,9,278,476060116.0,1250154762.0
1,6,4,222,559010746.0,357788422.0
5,14,36,212,525665694.0,0.0
1,15,16,264,380772666.0,1630284632.0
4,11,28,204,1153625832.0,1240749520.0
0,22,14,221,520363438.0,438953040.0
4,9,25,295,400119540.0,1439813084.0
2,3,7,265,1250154762.0,357539412.0
0,3,0,326,357788422.0,358085090.0
1,16,58,236,0.0,1165345992.0
1,13,47,285,1630284632.0,463559700.0
1,5,1,299,1240749520.0,0.0
5,3,26,282,438953040.0,335844468.0
1,5,49,236,1439813084.0,364413684.0
1,9,34,236,357539412.0,1456495251.0
3,17,15,322,358085090.0,446528796.0
1,5,14,278,1165345992.0,560995148.0
0,20,42,228,463559700.0,416503036.0
2,13,57,223,0.0,1413889092.0
4,9,1,211,335844468.0,688044072.0
4,17,24,197,364413684.0,739914996.0
2,8,17,244,1456495251.0,695443140.0
2,16,21,258,446528796.0,1145012052.0
5,18,27,338,560995148.0,528586726.0
4,18,53,225,416503036.0,469846810.0
2,17,54,328,1413889092.0,952448630.0
2,18,42,328,688044072.0,707811058.0
4,7,44,239,739914996.0,645477345.0
1,0,28,341,695443140.0,375095529.0
4,2,37,295,1145012052.0,547268568.0
4,18,0,337,528586726.0,825525950.0
4,23,32,281,469846810.0,338699776.0
2,4,6,202,952448630.0,347156448.0
5,3,5,212,707811058.0,370663552.0
4,6,23,225,645477345.0,457026224.0
0,4,44,242,375095529.0,380846025.0
4,4,1,281,547268568.0,488185529.0
5,22,1,233,825525950.0,594571693.0
1,23,13,236,338699776.0,420222344.0
1,7,9,194,347156448.0,390772530.0
1,7,31,299,370663552.0,433336383.0
1,23,4,257,457026224.0,336413104.0
0,11,0,256,380846025.0,1675149953.0
5,6,21,289,488185529.0,612030142.0
4,0,36,260,594571693.0,344783178.0
5,22,17,233,420222344.0,493667066.0
3,23,45,189,390772530.0,336047220.0
5,17,56,212,433336383.0,348480959.0
0,19,16,284,336413104.0,629122673.0
2,2,45,342,1675149953.0,443369108.0
0,6,22,347,612030142.0,523146000.0
4,22,50,204,344783178.0,333726785.0
1,20,23,285,493667066.0,527388270.0
5,3,17,254,336047220.0,365415312.0
5,21,27,226,348480959.0,325126433.0
5,3,41,198,629122673.0,310325004.0
1,7,13,334,443369108.0,473724038.0
4,10,58,330,523146000.0,1596100736.0
2,17,39,230,333726785.0,758048058.0
2,8,8,300,527388270.0,823992310.0
2,12,41,286,365415312.0,470803395.0
2,5,32,202,325126433.0,332555728.0
3,7,2,287,310325004.0,501379778.0
5,14,43,219,473724038.0,615554260.0
5,17,27,233,1596100736.0,627080414.0
4,21,42,337,758048058.0,585379453.0
1,9,30,320,823992310.0,1557131733.0
4,10,35,309,470803395.0,1652917536.0
2,9,36,251,332555728.0,1311320593.0
3,3,36,252,501379778.0,405255155.0
0,13,52,305,615554260.0,511718952.0
3,5,27,336,627080414.0,330010690.0
4,10,37,232,585379453.0,1470538906.0
5,13,0,254,1557131733.0,1336410072.0
5,3,56,338,1652917536.0,555550164.0
1,13,44,208,1311320593.0,749921568.0
0,20,15,214,405255155.0,526923614.0
4,0,38,288,511718952.0,452286610.0
4,4,0,330,330010690.0,469102560.0
5,9,57,268,1470538906.0,1747716861.0
0,17,59,249,1336410072.0,630812289.0
1,8,17,320,555550164.0,802486779.0
0,21,21,340,749921568.0,537795799.0
3,9,40,329,526923614.0,1130240838.0
4,20,6,302,452286610.0,482648506.0
2,13,25,293,469102560.0,1483309819.0
